Metoda;Krok_Typ;h0;Iteracja;x0_1;x0_2;x_opt_1;x_opt_2;y_opt;f_calls;g_calls;H_calls;Status
Newton;Staly 0.05;0.05;75;0.172128;1.82653;1.6945e-06;1.87281e-05;3.88219e-10;225;224;224;1
Newton;Staly 0.05;0.05;76;-1.44492;0.329224;-1.07056;0.535259;0.877362;195;194;194;1
Newton;Staly 0.05;0.05;77;-0.271818;0.037689;-1.86247e-05;1.88101e-06;6.62261e-10;186;185;185;1
Newton;Staly 0.05;0.05;78;-0.428182;-1.26028;-4.58311e-06;-1.82368e-05;4.58171e-10;219;218;218;1
Newton;Staly 0.05;0.05;79;-0.124854;0.993769;-2.31725e-06;1.87992e-05;3.20588e-10;213;212;212;1
Newton;Staly 0.05;0.05;80;-1.9827;1.56257;-1.74756;0.873793;0.298638;211;210;210;1
Newton;Staly 0.05;0.05;81;-1.29928;1.87909;-1.07055;0.53529;0.877362;219;218;218;1
Newton;Staly 0.05;0.05;82;1.68465;0.0963293;1.74755;-0.873758;0.298638;213;212;212;1
Newton;Staly 0.05;0.05;83;1.35809;-0.31298;1.07056;-0.535259;0.877362;193;192;192;1
Newton;Staly 0.05;0.05;84;0.0804486;-1.4752;1.00244e-06;-1.85329e-05;3.26901e-10;221;220;220;1
Newton;Staly 0.05;0.05;85;-1.02235;0.506064;-1.07053;0.535262;0.877362;157;156;156;1
Newton;Staly 0.05;0.05;86;-0.559083;-1.11804;1.07054;-0.53529;0.877362;218;217;217;1
Newton;Staly 0.05;0.05;87;0.578417;1.83066;1.07054;-0.535252;0.877362;228;227;227;1
Newton;Staly 0.05;0.05;88;1.49795;-0.95746;1.74755;-0.873793;0.298638;181;180;180;1
Newton;Staly 0.05;0.05;89;0.525393;-0.618144;9.64353e-06;-1.55041e-05;2.76859e-10;204;203;203;1
Newton;Staly 0.05;0.05;90;0.952004;-0.494497;1.07052;-0.535265;0.877362;172;171;171;1
Newton;Staly 0.05;0.05;91;-1.77904;-1.70689;-1.74755;0.873758;0.298638;232;231;231;1
Newton;Staly 0.05;0.05;92;1.89059;-0.157036;1.74756;-0.873759;0.298638;207;206;206;1
Newton;Staly 0.05;0.05;93;0.202847;-0.0345356;1.78462e-05;-2.70985e-06;5.95957e-10;182;181;181;1
Newton;Staly 0.05;0.05;94;-0.721601;-1.23803;-1.07054;0.535253;0.877362;224;223;223;1
Newton;Staly 0.05;0.05;95;1.55356;-0.236317;1.74755;-0.873758;0.298638;204;203;203;1
Newton;Staly 0.05;0.05;96;0.781751;-0.633152;1.07053;-0.53528;0.877362;187;186;186;1
Newton;Staly 0.05;0.05;97;-0.553144;-0.838655;2.12873e-07;-1.82173e-05;3.28082e-10;216;215;215;1
Newton;Staly 0.05;0.05;98;-0.120588;-0.574548;-3.74315e-06;-1.82117e-05;4.27856e-10;203;202;202;1
Newton;Staly 0.05;0.05;99;1.67381;-1.8997;1.74755;-0.873795;0.298638;214;213;213;1
Newton;Staly 0.05;0.05;100;0.220816;-1.02115;3.72474e-06;-1.82503e-05;2.92843e-10;214;213;213;1
Newton;Staly 0.25;0.25;1;-0.319611;1.92647;-3.46658e-07;2.54489e-06;5.83459e-12;48;47;47;1
Newton;Staly 0.25;0.25;2;-0.504542;-1.11713;1.44372e-08;-2.45825e-06;6.00791e-12;47;46;46;1
Newton;Staly 0.25;0.25;3;-1.94182;-1.41463;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;4;1.00188;-0.0873675;1.07054;-0.535269;0.877362;43;42;42;1
Newton;Staly 0.25;0.25;5;-1.7739;0.137154;-1.74755;0.873774;0.298638;45;44;44;1
Newton;Staly 0.25;0.25;6;-0.052814;1.17268;-1.25396e-07;2.79825e-06;7.51078e-12;46;45;45;1
Newton;Staly 0.25;0.25;7;-0.727136;-0.558241;-1.07054;0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;8;-1.76264;-1.65504;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;9;1.42055;-1.3403;1.07054;-0.535273;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;10;-0.609583;-1.94618;-1.07054;0.535268;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;11;-1.79949;0.00847795;-1.74755;0.873773;0.298638;45;44;44;1
Newton;Staly 0.25;0.25;12;-0.394064;1.31691;-4.853e-07;2.24706e-06;4.42982e-12;47;46;46;1
Newton;Staly 0.25;0.25;13;-1.70066;-1.19943;-1.74755;0.873773;0.298638;48;47;47;1
Newton;Staly 0.25;0.25;14;0.0427069;-1.15833;1.01579e-07;-2.76417e-06;7.38047e-12;46;45;45;1
Newton;Staly 0.25;0.25;15;-0.494545;-1.1863;-1.37804e-07;-2.49698e-06;6.617e-12;47;46;46;1
Newton;Staly 0.25;0.25;16;1.71473;0.128418;1.74755;-0.873774;0.298638;46;45;45;1
Newton;Staly 0.25;0.25;17;1.23411;1.81914;1.07054;-0.535269;0.877362;49;48;48;1
Newton;Staly 0.25;0.25;18;0.512957;-1.52608;-2.58808e-07;-2.90047e-06;9.29735e-12;46;45;45;1
Newton;Staly 0.25;0.25;19;0.242073;0.975962;5.1532e-07;2.3603e-06;7.31843e-12;46;45;45;1
Newton;Staly 0.25;0.25;20;0.162441;-1.04787;3.68923e-07;-2.49135e-06;5.55993e-12;46;45;45;1
Newton;Staly 0.25;0.25;21;0.853264;0.781966;1.07054;-0.535269;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;22;0.915426;-0.865609;1.07054;-0.535274;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;23;-1.47152;-1.29699;-1.88173e-07;-2.63466e-06;7.50802e-12;48;47;47;1
Newton;Staly 0.25;0.25;24;-1.23142;-0.480793;-1.07054;0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;25;1.22369;-0.853156;1.07054;-0.535274;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;26;-1.28376;0.00939538;-1.07054;0.535269;0.877362;44;43;43;1
Newton;Staly 0.25;0.25;27;1.03838;-1.26587;1.07054;-0.535273;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;28;1.50063;0.45646;1.74756;-0.873776;0.298638;48;47;47;1
Newton;Staly 0.25;0.25;29;1.12467;-1.95327;1.07054;-0.535274;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;30;-1.99036;-0.736346;-1.74755;0.873774;0.298638;47;46;46;1
Newton;Staly 0.25;0.25;31;-0.568598;1.76864;-1.74755;0.873777;0.298638;75;74;74;1
Newton;Staly 0.25;0.25;32;1.43386;1.13843;1.07054;-0.535269;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;33;0.908919;1.28524;1.07054;-0.535269;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;34;-1.72714;-1.61566;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;35;-1.04731;0.283093;-1.07054;0.535269;0.877362;41;40;40;1
Newton;Staly 0.25;0.25;36;-0.899149;-0.535743;-1.07054;0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;37;1.26569;0.375473;1.07054;-0.535268;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;38;1.22858;-0.178892;1.07054;-0.535268;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;39;0.586027;0.167994;1.74755;-0.873775;0.298638;43;42;42;1
Newton;Staly 0.25;0.25;40;0.551249;1.2764;-1.74755;0.873779;0.298638;47;46;46;1
Newton;Staly 0.25;0.25;41;-0.409897;0.0709179;-2.68872e-06;-3.53018e-09;1.44679e-11;41;40;40;1
Newton;Staly 0.25;0.25;42;-0.120018;1.69139;-1.56865e-07;2.26839e-06;4.83898e-12;48;47;47;1
Newton;Staly 0.25;0.25;43;-1.02061;-0.219525;-1.07054;0.535269;0.877362;45;44;44;1
Newton;Staly 0.25;0.25;44;-0.470941;0.163253;-2.52446e-06;2.93888e-07;1.20902e-11;40;39;39;1
Newton;Staly 0.25;0.25;45;-1.40653;0.513621;-1.07054;0.53527;0.877362;41;40;40;1
Newton;Staly 0.25;0.25;46;-0.600721;-0.329914;-1.07054;0.535269;0.877362;44;43;43;1
Newton;Staly 0.25;0.25;47;1.15021;-1.82656;1.07054;-0.535273;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;48;1.15616;-0.196574;1.07054;-0.535269;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;49;-0.547469;0.624121;1.07054;-0.53527;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;50;1.13781;-0.33553;1.07054;-0.535268;0.877362;40;39;39;1
Newton;Staly 0.25;0.25;51;-0.0610117;-0.577639;-2.57088e-07;-2.45159e-06;6.77273e-12;44;43;43;1
Newton;Staly 0.25;0.25;52;0.475158;1.85325;2.34286e-07;2.68956e-06;7.97366e-12;48;47;47;1
Newton;Staly 0.25;0.25;53;-0.34177;1.04668;-6.34401e-07;2.40727e-06;5.07269e-12;46;45;45;1
Newton;Staly 0.25;0.25;54;0.406993;0.14302;2.02381e-06;1.60168e-06;1.39985e-11;42;41;41;1
Newton;Staly 0.25;0.25;55;-1.07659;0.575912;-1.07054;0.535273;0.877362;35;34;34;1
Newton;Staly 0.25;0.25;56;0.377209;0.00614457;2.7342e-06;5.9141e-07;1.69185e-11;41;40;40;1
Newton;Staly 0.25;0.25;57;1.29386;1.26539;1.07054;-0.535269;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;58;1.11091;1.02509;1.07054;-0.535268;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;59;1.21192;-1.87138;1.07054;-0.535274;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;60;1.32974;0.45581;1.07054;-0.535269;0.877362;46;45;45;1
Newton;Staly 0.25;0.25;61;1.93415;-1.17713;1.74755;-0.873778;0.298638;43;42;42;1
Newton;Staly 0.25;0.25;62;-1.25957;-0.991242;-1.07054;0.535268;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;63;-1.20535;-1.28141;-1.07054;0.535269;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;64;-0.115665;-1.75191;-1.51467e-07;-2.35366e-06;5.94208e-12;48;47;47;1
Newton;Staly 0.25;0.25;65;-0.684234;-1.91451;-1.07054;0.535269;0.877362;49;48;48;1
Newton;Staly 0.25;0.25;66;-1.87399;-0.878711;-1.74755;0.873774;0.298638;48;47;47;1
Newton;Staly 0.25;0.25;67;0.74985;0.025439;1.07054;-0.535269;0.877362;44;43;43;1
Newton;Staly 0.25;0.25;68;1.65497;0.514624;1.74755;-0.873774;0.298638;47;46;46;1
Newton;Staly 0.25;0.25;69;-0.69696;1.81712;-1.07054;0.535274;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;70;1.64359;-1.12137;1.74755;-0.873779;0.298638;41;40;40;1
Newton;Staly 0.25;0.25;71;1.94942;1.64728;1.74755;-0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;72;1.93403;1.70045;1.74755;-0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;73;1.25921;-0.389334;1.07054;-0.53527;0.877362;41;40;40;1
Newton;Staly 0.25;0.25;74;0.86797;-1.17599;1.07054;-0.535274;0.877362;44;43;43;1
Newton;Staly 0.25;0.25;75;0.172128;1.82653;2.18519e-07;2.45819e-06;6.67534e-12;48;47;47;1
Newton;Staly 0.25;0.25;76;-1.44492;0.329224;-1.07054;0.535268;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;77;-0.271818;0.037689;-2.35952e-06;1.92005e-07;1.07185e-11;41;40;40;1
Newton;Staly 0.25;0.25;78;-0.428182;-1.26028;-4.61178e-07;-2.40833e-06;7.33608e-12;47;46;46;1
Newton;Staly 0.25;0.25;79;-0.124854;0.993769;-2.89461e-07;2.36735e-06;5.08668e-12;46;45;45;1
Newton;Staly 0.25;0.25;80;-1.9827;1.56257;-1.74755;0.873778;0.298638;46;45;45;1
Newton;Staly 0.25;0.25;81;-1.29928;1.87909;-1.07054;0.535274;0.877362;47;46;46;1
Newton;Staly 0.25;0.25;82;1.68465;0.0963293;1.74755;-0.873774;0.298638;46;45;45;1
Newton;Staly 0.25;0.25;83;1.35809;-0.31298;1.07054;-0.535269;0.877362;42;41;41;1
Newton;Staly 0.25;0.25;84;0.0804486;-1.4752;1.42287e-07;-2.63954e-06;6.63208e-12;47;46;46;1
Newton;Staly 0.25;0.25;85;-1.02235;0.506064;-1.07054;0.53527;0.877362;36;35;35;1
Newton;Staly 0.25;0.25;86;-0.559083;-1.11804;1.74755;-0.873777;0.298638;72;71;71;1
Newton;Staly 0.25;0.25;87;0.578417;1.83066;1.74755;-0.873777;0.298638;54;53;53;1
Newton;Staly 0.25;0.25;88;1.49795;-0.95746;1.74755;-0.873777;0.298638;51;50;50;1
Newton;Staly 0.25;0.25;89;0.525393;-0.618144;-2.30362e-06;-1.52913e-06;1.64741e-11;42;41;41;1
Newton;Staly 0.25;0.25;90;0.952004;-0.494497;1.07054;-0.53527;0.877362;38;37;37;1
Newton;Staly 0.25;0.25;91;-1.77904;-1.70689;-1.74755;0.873774;0.298638;49;48;48;1
Newton;Staly 0.25;0.25;92;1.89059;-0.157036;1.74755;-0.873774;0.298638;45;44;44;1
Newton;Staly 0.25;0.25;93;0.202847;-0.0345356;2.5145e-06;-3.60366e-07;1.18691e-11;40;39;39;1
Newton;Staly 0.25;0.25;94;-0.721601;-1.23803;-1.07054;0.535269;0.877362;48;47;47;1
Newton;Staly 0.25;0.25;95;1.55356;-0.236317;1.74755;-0.873774;0.298638;44;43;43;1
Newton;Staly 0.25;0.25;96;0.781751;-0.633152;1.07054;-0.535273;0.877362;41;40;40;1
Newton;Staly 0.25;0.25;97;-0.553144;-0.838655;1.74755;-0.873778;0.298638;50;49;49;1
Newton;Staly 0.25;0.25;98;-0.120588;-0.574548;-4.97997e-07;-2.4444e-06;7.68837e-12;44;43;43;1
Newton;Staly 0.25;0.25;99;1.67381;-1.8997;1.74755;-0.873779;0.298638;46;45;45;1
Newton;Staly 0.25;0.25;100;0.220816;-1.02115;4.79737e-07;-2.41333e-06;5.12671e-12;46;45;45;1
Newton;Zmienny;0;1;-0.319611;1.92647;-3.09557e-17;2.163e-16;4.20064e-32;129;4;4;1
Newton;Zmienny;0;2;-0.504542;-1.11713;-6.71666e-16;-5.95137e-16;1.65619e-30;161;5;5;1
Newton;Zmienny;0;3;-1.94182;-1.41463;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;4;1.00188;-0.0873675;1.073;-0.5365;0.877348;65;2;2;1
Newton;Zmienny;0;5;-1.7739;0.137154;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;6;-0.052814;1.17268;2.03678e-17;-4.73326e-18;7.55694e-34;97;3;3;1
Newton;Zmienny;0;7;-0.727136;-0.558241;-1.36966;0.684827;0.688066;65;2;2;1
Newton;Zmienny;0;8;-1.76264;-1.65504;-1.74755;0.873776;0.298638;97;3;3;1
Newton;Zmienny;0;9;1.42055;-1.3403;1.74755;-0.873776;0.298638;97;3;3;1
Newton;Zmienny;0;10;-0.609583;-1.94618;-1.74755;0.873776;0.298638;193;6;6;1
Newton;Zmienny;0;11;-1.79949;0.00847795;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;12;-0.394064;1.31691;8.30271e-14;3.68315e-14;1.82016e-26;129;4;4;1
Newton;Zmienny;0;13;-1.70066;-1.19943;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;14;0.0427069;-1.15833;-2.85775e-17;1.19348e-17;1.43472e-33;97;3;3;1
Newton;Zmienny;0;15;-0.494545;-1.1863;-4.12622e-15;-4.98234e-15;7.94335e-29;161;5;5;1
Newton;Zmienny;0;16;1.71473;0.128418;1.74755;-0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;17;1.23411;1.81914;1.06006;-0.530031;0.877122;65;2;2;1
Newton;Zmienny;0;18;0.512957;-1.52608;-1.80853e-17;-3.66802e-17;2.66297e-33;161;5;5;1
Newton;Zmienny;0;19;0.242073;0.975962;2.45968e-18;8.33258e-18;1.02027e-34;129;4;4;1
Newton;Zmienny;0;20;0.162441;-1.04787;6.72518e-14;-4.04599e-13;1.45536e-25;97;3;3;1
Newton;Zmienny;0;21;0.853264;0.781966;1.12766;-0.563831;0.870172;65;2;2;1
Newton;Zmienny;0;22;0.915426;-0.865609;1.09157;-0.545787;0.876391;65;2;2;1
Newton;Zmienny;0;23;-1.47152;-1.29699;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;24;-1.23142;-0.480793;-1.06079;0.530394;0.877154;65;2;2;1
Newton;Zmienny;0;25;1.22369;-0.853156;1.06267;-0.531335;0.877226;65;2;2;1
Newton;Zmienny;0;26;-1.28376;0.00939538;-1.03791;0.518954;0.875049;65;2;2;1
Newton;Zmienny;0;27;1.03838;-1.26587;1.07095;-0.535474;0.877361;65;2;2;1
Newton;Zmienny;0;28;1.50063;0.45646;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;29;1.12467;-1.95327;1.0708;-0.535421;0.877361;65;2;2;1
Newton;Zmienny;0;30;-1.99036;-0.736346;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;31;-0.568598;1.76864;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;32;1.43386;1.13843;-6.22755e-14;1.91661e-13;3.25545e-26;97;3;3;1
Newton;Zmienny;0;33;0.908919;1.28524;1.09418;-0.547089;0.876135;65;2;2;1
Newton;Zmienny;0;34;-1.72714;-1.61566;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;35;-1.04731;0.283093;-1.07074;0.535368;0.877361;65;2;2;1
Newton;Zmienny;0;36;-0.899149;-0.535743;-1.09853;0.549264;0.875641;65;2;2;1
Newton;Zmienny;0;37;1.26569;0.375473;1.04825;-0.524125;0.87628;65;2;2;1
Newton;Zmienny;0;38;1.22858;-0.178892;1.06151;-0.530756;0.877184;65;2;2;1
Newton;Zmienny;0;39;0.586027;0.167994;1.74755;-0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;40;0.551249;1.2764;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;41;-0.409897;0.0709179;-2.34866e-13;8.30709e-14;9.77146e-26;97;3;3;1
Newton;Zmienny;0;42;-0.120018;1.69139;-5.39819e-16;1.12729e-14;1.21575e-28;97;3;3;1
Newton;Zmienny;0;43;-1.02061;-0.219525;-1.07167;0.535836;0.877359;65;2;2;1
Newton;Zmienny;0;44;-0.470941;0.163253;-2.98066e-15;-7.18619e-15;9.08295e-29;97;3;3;1
Newton;Zmienny;0;45;-1.40653;0.513621;-0.728896;0.364448;0.65837;65;2;2;1
Newton;Zmienny;0;46;-0.600721;-0.329914;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;47;1.15021;-1.82656;1.07048;-0.535242;0.877362;65;2;2;1
Newton;Zmienny;0;48;1.15616;-0.196574;1.0703;-0.535151;0.877361;65;2;2;1
Newton;Zmienny;0;49;-0.547469;0.624121;-3.06166e-19;1.79724e-19;1.64751e-37;129;4;4;1
Newton;Zmienny;0;50;1.13781;-0.33553;1.07075;-0.535244;0.877361;65;2;2;1
Newton;Zmienny;0;51;-0.0610117;-0.577639;-6.35062e-17;1.35961e-17;7.38749e-33;97;3;3;1
Newton;Zmienny;0;52;0.475158;1.85325;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;53;-0.34177;1.04668;3.53863e-16;9.56597e-17;2.93439e-31;129;4;4;1
Newton;Zmienny;0;54;0.406993;0.14302;1.94657e-17;3.72323e-20;7.58556e-34;129;4;4;1
Newton;Zmienny;0;55;-1.07659;0.575912;-1.07055;0.53528;0.877362;65;2;2;1
Newton;Zmienny;0;56;0.377209;0.00614457;9.01554e-19;-1.63333e-19;1.50502e-36;129;4;4;1
Newton;Zmienny;0;57;1.29386;1.26539;1.03059;-0.515294;0.873902;65;2;2;1
Newton;Zmienny;0;58;1.11091;1.02509;1.07077;-0.535371;0.877361;65;2;2;1
Newton;Zmienny;0;59;1.21192;-1.87138;1.06502;-0.532512;0.877295;65;2;2;1
Newton;Zmienny;0;60;1.32974;0.45581;0.991706;-0.495853;0.864038;65;2;2;1
Newton;Zmienny;0;61;1.93415;-1.17713;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;62;-1.25957;-0.991242;-1.05109;0.525545;0.876538;65;2;2;1
Newton;Zmienny;0;63;-1.20535;-1.28141;-1.0661;0.533049;0.877318;65;2;2;1
Newton;Zmienny;0;64;-0.115665;-1.75191;-2.98038e-16;-6.67868e-15;4.67729e-29;97;3;3;1
Newton;Zmienny;0;65;-0.684234;-1.91451;-1.74755;0.873776;0.298638;97;3;3;1
Newton;Zmienny;0;66;-1.87399;-0.878711;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;67;0.74985;0.025439;1.29415;-0.647077;0.768641;65;2;2;1
Newton;Zmienny;0;68;1.65497;0.514624;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;69;-0.69696;1.81712;-1.74755;0.873776;0.298638;97;3;3;1
Newton;Zmienny;0;70;1.64359;-1.12137;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;71;1.94942;1.64728;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;72;1.93403;1.70045;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;73;1.25921;-0.389334;1.25921;-0.389334;0.857091;33;1;1;1
Newton;Zmienny;0;74;0.86797;-1.17599;1.11653;-0.558267;0.872705;65;2;2;1
Newton;Zmienny;0;75;0.172128;1.82653;3.95686e-14;3.87571e-13;1.68679e-25;97;3;3;1
Newton;Zmienny;0;76;-1.44492;0.329224;-9.17705e-15;7.46653e-16;1.62142e-28;97;3;3;1
Newton;Zmienny;0;77;-0.271818;0.037689;-2.53714e-14;5.26846e-15;1.18151e-27;97;3;3;1
Newton;Zmienny;0;78;-0.428182;-1.26028;1.97638e-18;-2.45533e-18;8.98812e-36;161;5;5;1
Newton;Zmienny;0;79;-0.124854;0.993769;-3.683e-15;2.81937e-14;7.18178e-28;97;3;3;1
Newton;Zmienny;0;80;-1.9827;1.56257;-1.74755;0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;81;-1.29928;1.87909;-1.02612;0.513061;0.873089;65;2;2;1
Newton;Zmienny;0;82;1.68465;0.0963293;1.74755;-0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;83;1.35809;-0.31298;1.35809;-0.31298;0.835516;33;1;1;1
Newton;Zmienny;0;84;0.0804486;-1.4752;1.53562e-16;-2.73677e-16;8.00355e-32;97;3;3;1
Newton;Zmienny;0;85;-1.02235;0.506064;-1.02235;0.506064;0.872365;33;1;1;1
Newton;Zmienny;0;86;-0.559083;-1.11804;1.74755;-0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;87;0.578417;1.83066;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;88;1.49795;-0.95746;1.74755;-0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;89;0.525393;-0.618144;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;90;0.952004;-0.494497;0.952004;-0.494497;0.847991;33;1;1;1
Newton;Zmienny;0;91;-1.77904;-1.70689;-1.74755;0.873776;0.298638;129;4;4;1
Newton;Zmienny;0;92;1.89059;-0.157036;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;93;0.202847;-0.0345356;1.1716e-15;6.40184e-16;3.90517e-30;97;3;3;1
Newton;Zmienny;0;94;-0.721601;-1.23803;-1.39197;0.695983;0.661189;65;2;2;1
Newton;Zmienny;0;95;1.55356;-0.236317;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;96;0.781751;-0.633152;0.781751;-0.633152;0.774065;33;1;1;1
Newton;Zmienny;0;97;-0.553144;-0.838655;4.38368e-17;-3.16234e-17;3.45711e-33;129;4;4;1
Newton;Zmienny;0;98;-0.120588;-0.574548;-4.37164e-15;-2.16142e-14;5.99887e-28;97;3;3;1
Newton;Zmienny;0;99;1.67381;-1.8997;1.74755;-0.873776;0.298638;161;5;5;1
Newton;Zmienny;0;100;0.220816;-1.02115;1.03636e-18;-4.28623e-18;1.60778e-35;129;4;4;1
